brand,name,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,price
HP,Pavilion 14s- fy1003AU Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,45890
HP,15s-eq1559AU Laptop,69.32352941176471,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,Windows 11 OS,1,29990
HP,15s-FR2511TU Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,37672
Dell,G15-5525 Gaming Laptop,77.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16,DDR5,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,83523
Acer,Aspire 5 A515-57G Gaming Laptop,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,52128
Acer,Aspire 3 A315-59 Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,39990
Dell,Inspiron 3525 Laptop,66.0,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8,DDR4,512,SSD,AMD Radeon Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,54790
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32,LPDDR5,2048,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16.0,2560.0,1600.0,Windows 11 OS,1,147090
HP,Pavilion 14-dv2041TU Laptop,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,67990
MSI,Thin GF63 11SC-853IN Gaming Laptop,70.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA Geforce GTX1650 Max Q,15.6,1920.0,1080.0,Windows 10 OS,2,49290
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11  OS,1,51990
HP,Pavilion 14-dv2015TU Laptop,64.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,1024,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,83149
HP,Pavilion 15s-FQ5009TU Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,54999
Samsung,Galaxy Book2 15 Laptop,65.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,74990
Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,66990
HP,Pavilion 15-eg2009TU Laptop,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,DDR4,512,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,61990
HP,Pavilion 14-ec1003AU Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,51573
Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,256,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows OS,1,31500
Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4,DDR4,256,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,29000
HP,15s-eq2143au Laptop,69.32352941176471,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows OS,1,32990
Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1,36990
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,69.32352941176471,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16,Unified,1024,SSD,16-core GPU,14.2,3024.0,1964.0,Mac OS,1,239900
Apple,MacBook Pro 16 inch MK1A3HN Laptop,60.0,Apple M1 Max M1 Max,10 Cores,32,Unified,1024,SSD,32-core GPU,16.2,3456.0,2234.0,Mac OS,1,309490
Dell,Inspiron 3511 Laptop,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 10  OS,1,49990
Dell,Inspiron 3511 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,1024,Hard-Disk,Intel Integrated,15.6,1920.0,1080.0,Windows 10 OS,1,40250
Asus,VivoBook F571LH-BQ435T Gaming Laptop,72.0,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 10 OS,1,59990
Dell,Inspiron 3511 Laptop,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,1024,Hard-Disk,2GB NVIDIA GeForce MX350,15.6,1920.0,1080.0,Windows 10 OS,1,57990
Realme,Book Slim Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8,LPDDR4x,256,SSD,Intel UHD Graphics,14.0,1440.0,2160.0,Windows 10 OS,1,36999
Xiaomi,RedmiBook Pro 15 Laptop,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,15.6,3200.0,2000.0,Windows 10  OS,1,53990
Xiaomi,RedmiBook Pro 14 Laptop,62.0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,2560.0,1600.0,Windows 10  OS,1,48990
Vaio,SE14 NP14V3IN033P Laptop,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 10 OS,2,39990
HP,15s-GR0012AU Laptop,61.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8,DDR4,1024,Hard-Disk,AMD Radeon Vega 6,15.6,1920.0,1080.0,Windows 10 OS,1,37290
Microsoft,Surface Laptop 3 1873,69.32352941176471,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8,DDR4,128,SSD,AMD Radeon Vega 9,15.0,2496.0,1664.0,Windows 10 OS,1,60390
Huawei,MateBook D15 Laptop,65.0,3rd Gen AMD Ryzen 5 3500U ,"Quad Core, 8 Threads",8,DDR4,256,SSD,2GB NVIDIA GeForce MX250,15.6,1920.0,1080.0,Windows 10 OS,1,54999
HP,EliteBook 840 G6,69.32352941176471,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8,DDR4,512,SSD,Integrated UHD Graphics 620,14.0,1920.0,1080.0,Windows 10 OS,3,90464
Acer,Swift SF514-52T NX.GTMSI.025 Laptop,61.0,8th Gen Intel Core i5 8250U,"Quad Core, 8 Threads",8,DDR3,512,SSD,Intel Integrated UHD 620,14.0,1920.0,1080.0,Windows 10 OS,1,54490
Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,69.32352941176471,Intel,Quad Core,8,DDR3,512,SSD,Intel Iris Plus Graphics 655,13.3,1600.0,2560.0,Mac High Sierra OS,1,199900
Dell,Latitude 13 5320 2 in 1 Laptop,62.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,256,SSD,Intel UHD Graphics,13.3,1920.0,1080.0,Windows 10  OS,1,89999
Dell,Latitude 9430 Laptop,62.0,12th Gen Intel Core i7 1265U,"10 Cores (2P + 8E), 12 Threads",32,LPDDR5,1024,SSD,Intel Iris Xe Graphics,14.1,2560.0,1600.0,Windows OS,1,260000
Acer,Aspire Lite 15 AL15-51 2023  Laptop,64.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16,DDR4,1024,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,45999
Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,69.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16,DDR4,1024,SSD,Intel UHD Graphics,16.0,1920.0,1200.0,Windows 11 OS,3,106990
Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,64.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,221990
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32,LPDDR5,2048,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16.0,2560.0,1600.0,Windows 11 OS,1,146990
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11  OS,1,52990
Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,69.32352941176471,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,LPDDR4X,512,SSD,Intel Integrated Iris Xe,14.0,2560.0,1440.0,Windows 11 OS,1,59990
Dell,Inspiron 15 3511 Laptop,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Integrated UHD Graphics,15.6,1920.0,1080.0,Windows 11  OS,1,52990
Samsung,Galaxy Book2 15 Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4X,512,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,64490
Samsung,Galaxy Book2 Laptop,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,LPDDR4x,512,SSD,4GB Intel Arc A350M Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,78990
Samsung,Galaxy Book2 15 Laptop,69.32352941176471,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8,LPDDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,59900
HP,Pavilion 14-EC1019AU Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,55990
Lenovo,V15-IGL 82C3A008IH Laptop,69.32352941176471,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4,DDR4,256,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,DOS OS,1,19990
Realme,Book Prime Laptop,63.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16,LPDDR4X,512,SSD,Intel Iris Xe Graphics,14.0,2160.0,1440.0,Windows 11 OS,1,47990
Samsung,Galaxy Book2 Pro 360 13 Laptop,72.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,13.3,1080.0,1920.0,Windows 11 OS,1,112990
Samsung,Galaxy Book2 Pro 13 Laptop,67.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,13.3,1080.0,1920.0,Windows 11 OS,1,101990
Samsung,Galaxy Book2 Pro 360 13 Laptop,71.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,13.3,1080.0,1920.0,Windows 11 OS,1,102990
Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,69.32352941176471,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",4,LPDDR4X,128,Hard-Disk,Intel UHD Graphics,13.3,1920.0,1080.0,Windows 11 OS,1,33499
HP,15s-eq2143au Laptop,69.32352941176471,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows OS,1,33999
Apple,MacBook Pro 16 inch MK183HN Laptop,69.32352941176471,Apple M1 Pro M1 Pro,10 Cores,16,Unified,512,SSD,16-core GPU,16.2,3456.0,2234.0,Mac OS,1,215994
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,69.32352941176471,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16,Unified,1024,SSD,16-core GPU,14.2,3024.0,1964.0,Mac OS,1,215994
Asus,VivoBook X509FA-BR301T Laptop,69.32352941176471,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",4,DDR4,1024,Hard-Disk,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 10 OS,1,26500
Xiaomi,Mi Notebook Pro X 15 Laptop,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16,LPDDR4x,512,SSD,Intel Iris Xe Graphics,15.6,2160.0,3456.0,Windows 10  OS,1,79990
Dell,Inspiron 5518 Laptop,70.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 10 OS,1,68000
Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 10 OS,1,47925
Xiaomi,RedmiBook Pro 15 Laptop,70.0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,15.6,3200.0,2000.0,Windows 10  OS,1,59990
Dell,Latitude 3410 Laptop,69.32352941176471,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel HD,14.0,1366.0,768.0,Ubuntu OS,1,67800
Microsoft,Surface Laptop 3 1873,69.32352941176471,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8,DDR4,128,SSD,AMD Radeon Vega 9,15.0,2496.0,1664.0,Windows 10 OS,1,60490
Apple,MacBook Air 2020 Laptop,69.32352941176471,10th Gen Intel Core i3,"Quad Core, 8 Threads",8,LPDDR4X,256,SSD,Intel Iris Plus,13.3,2560.0,1600.0,Mac 10.15.3	 OS,0,72999
Apple,MacBook Air 2020 Laptop,69.32352941176471,10th Gen Intel Core i7,"Quad Core, 8 Threads",8,LPDDR4X,512,SSD,Intel Iris Plus,13.3,2560.0,1600.0,Mac 10.15.3	 OS,0,109999
Dell,Inspiron 5370 Laptop,67.0,8th Gen Intel Core i7 8550U,"Quad Core, 8 Threads",8,DDR4,256,SSD,4GB Geforce MX130,13.3,1920.0,1080.0,Windows 10 OS,1,87990
HP,ZBook 15 G6 Laptop,69.0,9th Gen intel Core i7 9750H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,Intel UHD Graphics 630,15.6,3840.0,2160.0,Windows 10 OS,0,121900
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,69.32352941176471,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",16,DDR4,1024,SSD,4GB NVIDIA Geforce GTX 1050Ti,15.6,3840.0,2160.0,Windows 10 OS,1,136490
Gigabyte,G5 MF-E2IN313SHLaptop,77.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8,DDR4,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,2,143700
HP,15s-er2004AU Laptop,69.32352941176471,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1,50490
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,1024,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,71990
Dell,G15-5530 15 2023 Gaming Laptop,75.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,136899
Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,69.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,62990
Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,43990
Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,33990
Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,65.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,1024,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,58990
MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4070,15.6,2560.0,1440.0,Windows 11 OS,2,154990
MSI,Summit B15 A11M-236IN Laptop,64.0,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16,DDR4,1024,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 10 OS,2,69990
Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,DOS OS,3,50000
Lenovo,V15 G4 Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U ,"Quad Core, 8 Threads",8,DDR5,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,36990
Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,66.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16,DDR4,512,SSD,Integrated AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,76500
Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,256,SSD,Intel UHD Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,33990
Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon 610M,15.6,1920.0,1080.0,Windows 11 OS,1,32990
Asus,Vivobook 16X K3605VU-MB541WS Laptop,69.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,103221
Asus,Vivobook 16X K3605ZU-MB542WS Laptop,71.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,89990
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920.0,1080.0,Windows 11 OS,1,56990
Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,44980
Asus,Vivobook Go 14 E410KA-EK013W Laptop,69.32352941176471,Intel   N4500,"Dual Core, 2 Threads",8,DDR4,256,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows OS,1,23990
Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,63.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,76990
Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8,LPDDR4X,64,SSD,Intel Integrated UHD,14.0,1080.0,1920.0,Chrome OS,1,26920
Ultimus,Lite NU14U4INC44BN-CS Laptop,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",4,DDR4,256,SSD,Intel Integrated UHD Graphics,14.1,1366.0,768.0,Windows 11 OS,1,14490
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,38990
Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,63.0,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,52990
HP,Omen 17-ck2011TX Gaming Laptop,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,1024,SSD,16GB NVIDIA GeForce RTX 4090 ,17.3,2560.0,1440.0,Windows 11  OS,1,362999
Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,65.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,64990
Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,62990
Acer,One 11 Z8-284 UN.013SI.032 Laptop,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8,DDR4,256,SSD,Intel Integrated UHD,11.6,1366.0,768.0,Windows 11 OS,1,18990
HP,Omen 16-u0022TX Gaming Laptop,78.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,16.1,2560.0,1600.0,Windows 11 OS,1,169999
HP,Omen 16-u0021TX Gaming Laptop,80.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,16.1,2560.0,1600.0,Windows 11 OS,1,189999
HP,Omen 16-u0024TX Gaming Laptop,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,2048,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560.0,1600.0,Windows 11 OS,1,298999
HP,Pavilion Plus ‎14-ey0789AU Laptop,70.0,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16,LPDDR5x,1024,SSD,AMD Radeon 780M Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,99999
HP,Omen 17-ck2008AX Gaming Laptop,85.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16,DDR5,1024,SSD,12GB NVIDIA GeForce RTX 4080,17.3,2560.0,1440.0,Windows 11 OS,1,267999
Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,LPDDR5,1024,SSD,6GB NVIDIA GeForce RTX 3050,16.0,2560.0,1600.0,Windows 11  OS,3,108990
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,51990
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,66.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,17.3,1920.0,1080.0,Windows 11 OS,1,62608
Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,67.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,57999
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,62990
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,69.32352941176471,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,71990
Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,1024,SSD,12GB NVIDIA Geforce RTX 4080,16.0,2560.0,1600.0,Windows 11 OS,1,297990
Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,78.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,138490
Lenovo,Legion 5 Pro 82JQ010EIN Laptop,77.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 3060,16.0,2560.0,1600.0,Windows 11 OS,1,103395
